Dates,Prices
2024-02-10,1.261201E+01
2024-02-11,1.261184E+01
2024-02-12,1.261146E+01
2024-02-13,1.261089E+01
2024-02-14,1.261011E+01
2024-02-15,1.260914E+01
2024-02-16,1.260796E+01
2024-02-17,1.260659E+01
2024-02-18,1.260502E+01
2024-02-19,1.260325E+01
2024-02-20,1.260129E+01
2024-02-21,1.259913E+01
2024-02-22,1.259678E+01
2024-02-23,1.259424E+01
2024-02-24,1.259150E+01
2024-02-25,1.258858E+01
2024-02-26,1.258546E+01
2024-02-27,1.258216E+01
2024-02-28,1.257867E+01
2024-02-29,1.257500E+01
2024-03-01,1.257115E+01
2024-03-02,1.256711E+01
2024-03-03,1.256290E+01
2024-03-04,1.255850E+01
2024-03-05,1.255393E+01
2024-03-06,1.254919E+01
2024-03-07,1.254427E+01
2024-03-08,1.253918E+01
2024-03-09,1.253393E+01
2024-03-10,1.252850E+01
2024-03-11,1.252292E+01
2024-03-12,1.251717E+01
2024-03-13,1.251125E+01
2024-03-14,1.250519E+01
2024-03-15,1.249896E+01
2024-03-16,1.249258E+01
2024-03-17,1.248605E+01
2024-03-18,1.247937E+01
2024-03-19,1.247254E+01
2024-03-20,1.246557E+01
2024-03-21,1.245846E+01
2024-03-22,1.245121E+01
2024-03-23,1.244382E+01
2024-03-24,1.243630E+01
2024-03-25,1.242865E+01
2024-03-26,1.242087E+01
2024-03-27,1.241296E+01
2024-03-28,1.240493E+01
2024-03-29,1.239678E+01
2024-03-30,1.238851E+01
2024-03-31,1.238013E+01
2024-04-01,1.237164E+01
2024-04-02,1.236304E+01
2024-04-03,1.235433E+01
2024-04-04,1.234552E+01
2024-04-05,1.233661E+01
2024-04-06,1.232760E+01
2024-04-07,1.231850E+01
2024-04-08,1.230931E+01
2024-04-09,1.230004E+01
2024-04-10,1.229068E+01
2024-04-11,1.228124E+01
2024-04-12,1.227172E+01
2024-04-13,1.226213E+01
2024-04-14,1.225246E+01
2024-04-15,1.224273E+01
2024-04-16,1.223294E+01
2024-04-17,1.222308E+01
2024-04-18,1.221317E+01
2024-04-19,1.220321E+01
2024-04-20,1.219319E+01
2024-04-21,1.218312E+01
2024-04-22,1.217301E+01
2024-04-23,1.216287E+01
2024-04-24,1.215268E+01
2024-04-25,1.214246E+01
2024-04-26,1.213221E+01
2024-04-27,1.212193E+01
2024-04-28,1.211163E+01
2024-04-29,1.210132E+01
2024-04-30,1.209098E+01
2024-05-01,1.208063E+01
2024-05-02,1.207028E+01
2024-05-03,1.205991E+01
2024-05-04,1.204955E+01
2024-05-05,1.203919E+01
2024-05-06,1.202883E+01
2024-05-07,1.201848E+01
2024-05-08,1.200814E+01
2024-05-09,1.199782E+01
2024-05-10,1.198752E+01
2024-05-11,1.197724E+01
2024-05-12,1.196698E+01
2024-05-13,1.195676E+01
2024-05-14,1.194657E+01
2024-05-15,1.193641E+01
2024-05-16,1.192629E+01
2024-05-17,1.191622E+01
2024-05-18,1.190620E+01
2024-05-19,1.189622E+01
2024-05-20,1.188630E+01
2024-05-21,1.187643E+01
2024-05-22,1.186663E+01
2024-05-23,1.185688E+01
2024-05-24,1.184721E+01
2024-05-25,1.183760E+01
2024-05-26,1.182807E+01
2024-05-27,1.181862E+01
2024-05-28,1.180924E+01
2024-05-29,1.179995E+01
2024-05-30,1.179075E+01
2024-05-31,1.178163E+01
2024-06-01,1.177261E+01
2024-06-02,1.176368E+01
2024-06-03,1.175485E+01
2024-06-04,1.174613E+01
2024-06-05,1.173751E+01
2024-06-06,1.172899E+01
2024-06-07,1.172059E+01
2024-06-08,1.171230E+01
2024-06-09,1.170413E+01
2024-06-10,1.169608E+01
2024-06-11,1.168815E+01
2024-06-12,1.168035E+01
2024-06-13,1.167267E+01
2024-06-14,1.166513E+01
2024-06-15,1.165772E+01
2024-06-16,1.165044E+01
2024-06-17,1.164330E+01
2024-06-18,1.163631E+01
2024-06-19,1.162946E+01
2024-06-20,1.162275E+01
2024-06-21,1.161619E+01
2024-06-22,1.160979E+01
2024-06-23,1.160353E+01
2024-06-24,1.159744E+01
2024-06-25,1.159150E+01
2024-06-26,1.158572E+01
2024-06-27,1.158010E+01
2024-06-28,1.157465E+01
2024-06-29,1.156936E+01
2024-06-30,1.156424E+01
2024-07-01,1.155930E+01
2024-07-02,1.155452E+01
2024-07-03,1.154992E+01
2024-07-04,1.154550E+01
2024-07-05,1.154125E+01
2024-07-06,1.153718E+01
2024-07-07,1.153329E+01
2024-07-08,1.152959E+01
2024-07-09,1.152607E+01
2024-07-10,1.152273E+01
2024-07-11,1.151959E+01
2024-07-12,1.151663E+01
2024-07-13,1.151386E+01
2024-07-14,1.151128E+01
2024-07-15,1.150890E+01
2024-07-16,1.150670E+01
2024-07-17,1.150471E+01
2024-07-18,1.150290E+01
2024-07-19,1.150130E+01
2024-07-20,1.149989E+01
2024-07-21,1.149868E+01
2024-07-22,1.149767E+01
2024-07-23,1.149686E+01
2024-07-24,1.149625E+01
2024-07-25,1.149584E+01
2024-07-26,1.149563E+01
2024-07-27,1.149563E+01
2024-07-28,1.149582E+01
2024-07-29,1.149622E+01
2024-07-30,1.149683E+01
2024-07-31,1.149763E+01
2024-08-01,1.149865E+01
2024-08-02,1.149986E+01
2024-08-03,1.150128E+01
2024-08-04,1.150290E+01
2024-08-05,1.150473E+01
2024-08-06,1.150676E+01
2024-08-07,1.150900E+01
2024-08-08,1.151144E+01
2024-08-09,1.151408E+01
2024-08-10,1.151693E+01
2024-08-11,1.151997E+01
2024-08-12,1.152322E+01
2024-08-13,1.152668E+01
2024-08-14,1.153033E+01
2024-08-15,1.153418E+01
2024-08-16,1.153823E+01
2024-08-17,1.154249E+01
2024-08-18,1.154694E+01
2024-08-19,1.155158E+01
2024-08-20,1.155643E+01
2024-08-21,1.156147E+01
2024-08-22,1.156670E+01
2024-08-23,1.157213E+01
2024-08-24,1.157774E+01
2024-08-25,1.158355E+01
2024-08-26,1.158955E+01
2024-08-27,1.159574E+01
2024-08-28,1.160211E+01
2024-08-29,1.160867E+01
2024-08-30,1.161541E+01
2024-08-31,1.162234E+01
2024-09-01,1.162945E+01
2024-09-02,1.163673E+01
2024-09-03,1.164419E+01
2024-09-04,1.165183E+01
2024-09-05,1.165964E+01
2024-09-06,1.166763E+01
2024-09-07,1.167578E+01
2024-09-08,1.168410E+01
2024-09-09,1.169259E+01
2024-09-10,1.170124E+01
2024-09-11,1.171006E+01
2024-09-12,1.171903E+01
2024-09-13,1.172816E+01
2024-09-14,1.173745E+01
2024-09-15,1.174689E+01
2024-09-16,1.175648E+01
2024-09-17,1.176621E+01
2024-09-18,1.177610E+01
2024-09-19,1.178612E+01
2024-09-20,1.179629E+01
2024-09-21,1.180660E+01
2024-09-22,1.181704E+01
2024-09-23,1.182761E+01
2024-09-24,1.183831E+01
2024-09-25,1.184915E+01
2024-09-26,1.186010E+01
2024-09-27,1.187118E+01
2024-09-28,1.188238E+01
2024-09-29,1.189369E+01
2024-09-30,1.190512E+01
2024-10-01,1.191665E+01
2024-10-02,1.192830E+01
2024-10-03,1.194005E+01
2024-10-04,1.195190E+01
2024-10-05,1.196385E+01
2024-10-06,1.197589E+01
2024-10-07,1.198803E+01
2024-10-08,1.200025E+01
2024-10-09,1.201256E+01
2024-10-10,1.202496E+01
2024-10-11,1.203743E+01
2024-10-12,1.204998E+01
2024-10-13,1.206260E+01
2024-10-14,1.207529E+01
2024-10-15,1.208805E+01
2024-10-16,1.210087E+01
2024-10-17,1.211375E+01
2024-10-18,1.212668E+01
2024-10-19,1.213967E+01
2024-10-20,1.215271E+01
2024-10-21,1.216579E+01
2024-10-22,1.217892E+01
2024-10-23,1.219209E+01
2024-10-24,1.220529E+01
2024-10-25,1.221852E+01
2024-10-26,1.223179E+01
2024-10-27,1.224507E+01
2024-10-28,1.225838E+01
2024-10-29,1.227171E+01
2024-10-30,1.228505E+01
2024-10-31,1.229841E+01
2024-11-01,1.231177E+01
2024-11-02,1.232514E+01
2024-11-03,1.233850E+01
2024-11-04,1.235187E+01
2024-11-05,1.236522E+01
2024-11-06,1.237857E+01
2024-11-07,1.239191E+01
2024-11-08,1.240522E+01
2024-11-09,1.241852E+01
2024-11-10,1.243180E+01
2024-11-11,1.244504E+01
2024-11-12,1.245826E+01
2024-11-13,1.247144E+01
2024-11-14,1.248458E+01
2024-11-15,1.249769E+01
2024-11-16,1.251075E+01
2024-11-17,1.252376E+01
2024-11-18,1.253672E+01
2024-11-19,1.254962E+01
2024-11-20,1.256247E+01
2024-11-21,1.257525E+01
2024-11-22,1.258797E+01
2024-11-23,1.260062E+01
2024-11-24,1.261320E+01
2024-11-25,1.262571E+01
2024-11-26,1.263814E+01
2024-11-27,1.265048E+01
2024-11-28,1.266274E+01
2024-11-29,1.267492E+01
2024-11-30,1.268700E+01
2024-12-01,1.269899E+01
2024-12-02,1.271088E+01
2024-12-03,1.272268E+01
2024-12-04,1.273437E+01
2024-12-05,1.274595E+01
2024-12-06,1.275742E+01
2024-12-07,1.276879E+01
2024-12-08,1.278003E+01
2024-12-09,1.279116E+01
2024-12-10,1.280217E+01
2024-12-11,1.281306E+01
2024-12-12,1.282382E+01
2024-12-13,1.283445E+01
2024-12-14,1.284494E+01
2024-12-15,1.285531E+01
2024-12-16,1.286553E+01
2024-12-17,1.287562E+01
2024-12-18,1.288557E+01
2024-12-19,1.289537E+01
2024-12-20,1.290502E+01
2024-12-21,1.291452E+01
2024-12-22,1.292387E+01
2024-12-23,1.293307E+01
2024-12-24,1.294211E+01
2024-12-25,1.295099E+01
2024-12-26,1.295972E+01
2024-12-27,1.296827E+01
2024-12-28,1.297667E+01
2024-12-29,1.298489E+01
2024-12-30,1.299295E+01
2024-12-31,1.300084E+01
2025-01-01,1.300855E+01
2025-01-02,1.301609E+01
2025-01-03,1.302345E+01
2025-01-04,1.303063E+01
2025-01-05,1.303763E+01
2025-01-06,1.304445E+01
2025-01-07,1.305109E+01
2025-01-08,1.305755E+01
2025-01-09,1.306381E+01
2025-01-10,1.306989E+01
2025-01-11,1.307578E+01
2025-01-12,1.308148E+01
2025-01-13,1.308699E+01
2025-01-14,1.309231E+01
2025-01-15,1.309743E+01
2025-01-16,1.310236E+01
2025-01-17,1.310709E+01
2025-01-18,1.311162E+01
2025-01-19,1.311596E+01
2025-01-20,1.312010E+01
2025-01-21,1.312404E+01
2025-01-22,1.312777E+01
2025-01-23,1.313131E+01
2025-01-24,1.313465E+01
2025-01-25,1.313778E+01
2025-01-26,1.314072E+01
2025-01-27,1.314344E+01
2025-01-28,1.314597E+01
2025-01-29,1.314829E+01
2025-01-30,1.315041E+01
2025-01-31,1.315233E+01
2025-02-01,1.315404E+01
2025-02-02,1.315554E+01
2025-02-03,1.315685E+01
2025-02-04,1.315795E+01
2025-02-05,1.315884E+01
2025-02-06,1.315953E+01
2025-02-07,1.316002E+01
2025-02-08,1.316030E+01
2025-02-09,1.316038E+01
2025-02-10,1.316026E+01
2025-02-11,1.315994E+01
2025-02-12,1.315942E+01
2025-02-13,1.315869E+01
2025-02-14,1.315776E+01
2025-02-15,1.315664E+01
2025-02-16,1.315532E+01
2025-02-17,1.315379E+01
2025-02-18,1.315208E+01
2025-02-19,1.315016E+01
2025-02-20,1.314805E+01
2025-02-21,1.314575E+01
2025-02-22,1.314325E+01
2025-02-23,1.314057E+01
2025-02-24,1.313769E+01
2025-02-25,1.313462E+01
2025-02-26,1.313137E+01
2025-02-27,1.312793E+01
2025-02-28,1.312430E+01
2025-03-01,1.312049E+01
2025-03-02,1.311650E+01
2025-03-03,1.311233E+01
2025-03-04,1.310798E+01
2025-03-05,1.310345E+01
2025-03-06,1.309875E+01
2025-03-07,1.309388E+01
2025-03-08,1.308883E+01
2025-03-09,1.308362E+01
2025-03-10,1.307824E+01
2025-03-11,1.307269E+01
2025-03-12,1.306698E+01
2025-03-13,1.306111E+01
2025-03-14,1.305508E+01
2025-03-15,1.304889E+01
2025-03-16,1.304255E+01
2025-03-17,1.303606E+01
2025-03-18,1.302942E+01
2025-03-19,1.302263E+01
2025-03-20,1.301569E+01
2025-03-21,1.300862E+01
2025-03-22,1.300140E+01
2025-03-23,1.299405E+01
2025-03-24,1.298656E+01
2025-03-25,1.297894E+01
2025-03-26,1.297119E+01
2025-03-27,1.296331E+01
2025-03-28,1.295531E+01
2025-03-29,1.294719E+01
2025-03-30,1.293895E+01
2025-03-31,1.293060E+01
2025-04-01,1.292213E+01
2025-04-02,1.291356E+01
2025-04-03,1.290488E+01
2025-04-04,1.289609E+01
2025-04-05,1.288721E+01
2025-04-06,1.287823E+01
2025-04-07,1.286915E+01
2025-04-08,1.285998E+01
2025-04-09,1.285073E+01
2025-04-10,1.284139E+01
2025-04-11,1.283197E+01
2025-04-12,1.282247E+01
2025-04-13,1.281290E+01
2025-04-14,1.280325E+01
2025-04-15,1.279354E+01
2025-04-16,1.278376E+01
2025-04-17,1.277392E+01
2025-04-18,1.276402E+01
2025-04-19,1.275406E+01
2025-04-20,1.274406E+01
2025-04-21,1.273401E+01
2025-04-22,1.272391E+01
2025-04-23,1.271377E+01
2025-04-24,1.270359E+01
2025-04-25,1.269338E+01
2025-04-26,1.268314E+01
2025-04-27,1.267287E+01
2025-04-28,1.266257E+01
2025-04-29,1.265226E+01
2025-04-30,1.264193E+01
2025-05-01,1.263158E+01
2025-05-02,1.262123E+01
2025-05-03,1.261087E+01
2025-05-04,1.260050E+01
2025-05-05,1.259014E+01
2025-05-06,1.257978E+01
2025-05-07,1.256943E+01
2025-05-08,1.255909E+01
2025-05-09,1.254876E+01
2025-05-10,1.253846E+01
2025-05-11,1.252817E+01
2025-05-12,1.251791E+01
2025-05-13,1.250767E+01
2025-05-14,1.249747E+01
2025-05-15,1.248731E+01
2025-05-16,1.247718E+01
2025-05-17,1.246710E+01
2025-05-18,1.245706E+01
2025-05-19,1.244707E+01
2025-05-20,1.243714E+01
2025-05-21,1.242725E+01
2025-05-22,1.241743E+01
2025-05-23,1.240768E+01
2025-05-24,1.239798E+01
2025-05-25,1.238836E+01
2025-05-26,1.237881E+01
2025-05-27,1.236934E+01
2025-05-28,1.235994E+01
2025-05-29,1.235063E+01
2025-05-30,1.234140E+01
2025-05-31,1.233227E+01
2025-06-01,1.232322E+01
2025-06-02,1.231427E+01
2025-06-03,1.230542E+01
2025-06-04,1.229666E+01
2025-06-05,1.228802E+01
2025-06-06,1.227948E+01
2025-06-07,1.227105E+01
2025-06-08,1.226273E+01
2025-06-09,1.225453E+01
2025-06-10,1.224645E+01
2025-06-11,1.223849E+01
2025-06-12,1.223065E+01
2025-06-13,1.222294E+01
2025-06-14,1.221537E+01
2025-06-15,1.220792E+01
2025-06-16,1.220061E+01
2025-06-17,1.219344E+01
2025-06-18,1.218641E+01
2025-06-19,1.217952E+01
2025-06-20,1.217278E+01
2025-06-21,1.216618E+01
2025-06-22,1.215974E+01
2025-06-23,1.215345E+01
2025-06-24,1.214731E+01
2025-06-25,1.214133E+01
2025-06-26,1.213551E+01
2025-06-27,1.212985E+01
2025-06-28,1.212436E+01
2025-06-29,1.211903E+01
2025-06-30,1.211387E+01
2025-07-01,1.210888E+01
2025-07-02,1.210406E+01
2025-07-03,1.209942E+01
2025-07-04,1.209495E+01
2025-07-05,1.209066E+01
2025-07-06,1.208654E+01
2025-07-07,1.208261E+01
2025-07-08,1.207886E+01
2025-07-09,1.207530E+01
2025-07-10,1.207191E+01
2025-07-11,1.206872E+01
2025-07-12,1.206571E+01
2025-07-13,1.206290E+01
2025-07-14,1.206027E+01
2025-07-15,1.205784E+01
2025-07-16,1.205560E+01
2025-07-17,1.205355E+01
2025-07-18,1.205170E+01
2025-07-19,1.205004E+01
2025-07-20,1.204859E+01
2025-07-21,1.204733E+01
2025-07-22,1.204627E+01
2025-07-23,1.204541E+01
2025-07-24,1.204474E+01
2025-07-25,1.204428E+01
2025-07-26,1.204403E+01
2025-07-27,1.204397E+01
2025-07-28,1.204412E+01
2025-07-29,1.204447E+01
2025-07-30,1.204502E+01
2025-07-31,1.204578E+01
2025-08-01,1.204674E+01
2025-08-02,1.204790E+01
2025-08-03,1.204927E+01
2025-08-04,1.205084E+01
2025-08-05,1.205262E+01
2025-08-06,1.205460E+01
2025-08-07,1.205678E+01
2025-08-08,1.205917E+01
2025-08-09,1.206176E+01
2025-08-10,1.206456E+01
2025-08-11,1.206756E+01
2025-08-12,1.207076E+01
2025-08-13,1.207416E+01
2025-08-14,1.207776E+01
2025-08-15,1.208156E+01
2025-08-16,1.208557E+01
2025-08-17,1.208977E+01
2025-08-18,1.209417E+01
2025-08-19,1.209877E+01
2025-08-20,1.210356E+01
2025-08-21,1.210855E+01
2025-08-22,1.211374E+01
2025-08-23,1.211911E+01
2025-08-24,1.212468E+01
2025-08-25,1.213045E+01
2025-08-26,1.213640E+01
2025-08-27,1.214254E+01
2025-08-28,1.214886E+01
2025-08-29,1.215538E+01
2025-08-30,1.216207E+01
2025-08-31,1.216895E+01
2025-09-01,1.217602E+01
2025-09-02,1.218326E+01
2025-09-03,1.219068E+01
2025-09-04,1.219827E+01
2025-09-05,1.220604E+01
2025-09-06,1.221398E+01
2025-09-07,1.222209E+01
2025-09-08,1.223037E+01
2025-09-09,1.223882E+01
2025-09-10,1.224743E+01
2025-09-11,1.225620E+01
2025-09-12,1.226514E+01
2025-09-13,1.227423E+01
2025-09-14,1.228347E+01
2025-09-15,1.229288E+01
2025-09-16,1.230243E+01
2025-09-17,1.231213E+01
2025-09-18,1.232198E+01
2025-09-19,1.233197E+01
2025-09-20,1.234210E+01
2025-09-21,1.235237E+01
2025-09-22,1.236278E+01
2025-09-23,1.237332E+01
2025-09-24,1.238399E+01
2025-09-25,1.239479E+01
2025-09-26,1.240571E+01
2025-09-27,1.241676E+01
2025-09-28,1.242793E+01
2025-09-29,1.243921E+01
2025-09-30,1.245061E+01
